publishedAt,title,trade_day,sentiment_score
2024-12-13 13:57:17+00:00,"Boeing's 737 Max reboot, JetBlue's first class, and a fancy new Delta lounge: Airlines news roundup Boeing is restarting 737 Max production. An airline industry group says more than 5 billion people will take to the skies next year. Delta is unveiling a super fancy new lounge at Boston Logan Intern Boeing is restarting 737 Max production. An airline industry group says more than 5 billion people will take to the skies next year. Delta is unveiling a...",2024-12-13,0.5994
2024-12-13 15:46:00+00:00,"Broadcom stock soars 20% as AI demand powers the company to a $1 trillion market cap In This Story
Broadcom (AVGO+20.99%
) has surpassed the $1 trillion market cap for the first time after it reported a 220% jump in artificial intelligence revenue.
The chipmakers shares were up by Broadcom (AVGO) has surpassed the $1 trillion market cap for the first time after it reported a 220% jump in artificial intelligence revenue.Read more...",2024-12-13,0.7845
2024-12-15 12:00:00+00:00,"Will Sticky Inflation Stop The Fed Rate Cut? Inflation has remained sticky, raising fear that the Federal Reserve could be prevented from further ... [+] interest rate cuts. For example, meat and egg prices are 3.8% higher year-over-year, while Higher inflation and a resilient economy have some wondering if the Fed will cut rates this week. This week will be full of economic data ahead of the Christmas week.",2024-12-16,-0.7717
2024-12-16 06:14:42+00:00,"AAPL, NVDA, or BABA: Which Tech Giant Could Offer the Highest Upside? The buzz around generative artificial intelligence (AI) and expectations of falling interest rates are driving several technology stocks higher. While there are concerns about stretched valuations, W The buzz around generative artificial intelligence (AI) and expectations of falling interest rates are driving several technology stocks higher. While there ...",2024-12-16,0.875
2024-12-16 07:43:04+00:00,"Apple Plans Slimmer iPhone as AI Integration Drives Growth Apple (AAPL, Financials) is reportedly preparing to release its thinnest iPhone yet, aiming to introduce the new modelunofficially dubbed the ""iPhone 17 Air""by 2025, multiple media outlets reported. The stock closed at $248.13 on Friday, finishing close to its 52-week high $250.80",2024-12-16,0.3818
2024-12-16 10:17:00+00:00,"Quartz What's Ahead 2025 2024 was a transformative year and 2025 promises to reorder the global business landscape at an even more dizzying, breakneck pace.
The AI arms race is upending companies, industries, and the way pe 2024 was a transformative year — and 2025 promises to reorder the global business landscape at an even more dizzying, breakneck pace.Read more...",2024-12-16,0.6369
2024-12-16 13:00:03+00:00,"The AI Race Is On. Do Ambitious Startups Like OpenAI Stand A Chance Against Big Tech? Two years after OpenAI introduced ChatGPT, the frenzy over artificial intelligence has morphed into a fierce competition between tech industry giants and upstarts.
AI stocks led by Nvidia (NVDA), Mi Will AI model builders OpenAI and Anthropic ever rank among the best AI stocks? Going public may be a challenge as they battle tech incumbents like Google and Meta.",2024-12-16,0.9211
2024-12-16 13:00:15+00:00,"10 Companies Buy Back Their Own Stock Like It's Going Out Of Style Some investors worry the S&amp;P 500 is overvalued. But apparently some companies see their own stock as a screaming buy.
XNOW PLAYINGBeating The Market: How To Find Outperforming StocksTen S&amp;P  Some investors worry the S&P 500 is overvalued. But apparently some companies see their own stock as a screaming buy.",2024-12-16,-0.8968
2024-12-16 13:21:00+00:00,"Apple is working on a foldable iPhone In This Story
After Huawei, Samsung, and Googles (GOOGL-0.65%
) splashy entrances into the foldable smartphone market, it appears Apple (AAPL+0.11%
) is trying to get in on the action with a bendy After Huawei, Samsung, and Google’s (GOOGL) splashy entrances into the foldable smartphone market, it appears Apple (AAPL) is trying to get in on the action with a bendy phone of its own.Read more...",2024-12-16,0.0
2024-12-16 18:49:00+00:00,"'Everybody wants to be my friend': Tech CEOs can't get enough of Donald Trump In This Story
Shortly after the 2016 election, the tech worlds biggest names largely didnt care for Donald Trump. This time around, they cant get enough of him.
In the first term, everybody was fig Shortly after the 2016 election, the tech world’s biggest names largely didn’t care for Donald Trump. This time around, they can’t get enough of him.Read more...",2024-12-17,0.582
2024-12-17 01:59:18+00:00,"Dow Jones Futures: Nvidia Triggers Sell Signal As Fed Meeting Looms Dow Jones futures, along with S&amp;P 500 futures and Nasdaq 100 futures, were slightly lower ahead of Tuesday's stock market open.
XNOW PLAYINGNasdaq Takes 20,000 On Poor Breadth; Amphenol, Dutch B Alphabet, Amazon, Apple and Tesla all set record highs Monday.",2024-12-17,-0.6003
2024-12-17 17:36:38+00:00,"Morgan Stanley Forecasts Stronger Enterprise Hardware Growth for 2025 As purchasing patterns strengthen across both business and consumer sectors, Morgan Stanley projected higher corporate IT hardware growth in 2025 and advised investors to keep their holdings in key n Morgan Stanley expects enterprise hardware growth of around 3% in 2025.",2024-12-18,0.8934
2024-12-17 20:41:47+00:00,"Why the 'Magnificent 7' rally could be a ‘defensive’ move Decembers market action has been all about a rally from several members of the ""Magnificent Seven"" tech stocks.
Tesla (TSLA), Alphabet (GOOGL, GOOG), Amazon (AMZN), and Apple (AAPL) all hit fresh re Wall Street strategists believe investors are seeking safety in the market's most consistent performers as nervousness grows about the path forward for...",2024-12-18,0.9081
2024-12-17 22:19:48+00:00,"Congo files criminal complaint against Apple for alleged mineral smuggling Minerals pillaged by armed groups in eastern Congo are tainting the supply chain for Apple AAPL-Q computers and cellphones, the Congolese government says in newly filed criminal complaints against Ap Minerals pillaged by armed groups in eastern Congo are tainting the supply chain for Apple AAPL-Q computers and cellphones, the Congolese government says in newly filed criminal complaints against Apple Inc. subsidiaries in France and Belgium.
The complaints,…",2024-12-18,-0.9633
2024-12-17 23:08:23+00:00,"Why the Dow is suddenly in a historic funk The Dow Jones Industrial Average (^DJI) is on its worst losing streak in nearly 50 years.
The major index has fallen for nine straight trading days, its largest stretch of consecutive declines since The Dow Jones Industrial Average has fallen for nine straight trading sessions, marking its worst losing streak since 1978.",2024-12-18,-0.9419
2024-12-18 01:30:13+00:00,"Tesla Will Be The 'Biggest Winner' In The Trump Era, Says Dan Ives; Predicts Nasdaq At 25,000 In 18 Months: 'Get the Popcorn Out' Wedbush Securities analyst Dan Ives predicts a major tech sector expansion driven by artificial intelligence and deregulation under President-elect Donald Trump‘s administration, forecasting the Nasd Wedbush Securities analyst Dan Ives predicts a major tech sector expansion driven by artificial intelligence and deregulation under President-elect Donald Trump's administration, forecasting the Nasdaq could reach 25,000 within 18 months.",2024-12-18,0.926
2024-12-18 07:21:27+00:00,"AI Breakthroughs by Apple Inc. (AAPL): What’s Next for Apple’s AI Innovations? We recently published a list of Top 10 AI News You Shouldnt Miss. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands against other top AI news you shouldnt miss.
T We recently published a list of Top 10 AI News You Shouldn’t Miss. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands...",2024-12-18,0.5702
2024-12-18 11:00:40+00:00,"Big Tech is dominating the market once again — and that's probably just fine: Morning Brief This is The Takeaway from today's Morning Brief, which you can sign up to receive in your inbox every morning along with:
<ul><li>The chart of the day
</li><li>What we're watching
</li><li>What we December is shaping up to be a tale of two markets.",2024-12-18,-0.1027
2024-12-18 11:00:40+00:00,"Big Tech is dominating the market once again — and that's probably just fine: Morning Brief This is The Takeaway from today's Morning Brief, which you can sign up to receive in your inbox every morning along with:
<ul> December is shaping up to be a tale of two markets.",2024-12-18,-0.1027
2024-12-18 13:01:06+00:00,"Best and Worst Holiday Stocks for Options Traders Its the holiday season! We have two consecutive short trading weeks on the way, with Christmas and New Years around the corner. I'm examining the historical data on how stocks tend to perform these w The week of Christmas is typically bullish for stocks",2024-12-18,0.6996
2024-12-18 21:05:16+00:00,"Warren Buffett Defense Pick Finds Key Support After Earnings Skid Warren Buffett's favorite defense stock Heico (HEI) edged past earnings views for its fiscal fourth quarter late Tuesday but missed on sales. On Wednesday, Heico stock received key support after skid The Heico earnings report showed decelerating top-line growth that just missed views.",2024-12-19,0.6908
2024-12-19 10:00:00+00:00,"Amazon, Walmart, and Target's top 10 last minute Christmas deals Thanksgiving, Black Friday, and Cyber Monday may be behind us, but Christmas is just around the corner and theres still time to find the perfect last-minute gift.
Retail giants Amazon, Walmart, and  Thanksgiving, Black Friday, and Cyber Monday may be behind us, but Christmas is just around the corner – and there’s still time to find the perfect last-minute gift.Read more...",2024-12-19,0.9568
2024-12-19 13:27:25+00:00,"Dow Jones Futures Rebound Ahead Of GDP, Jobless Claims; AI Chip Giant Micron Plunges The Dow Jones Industrial Average and other major indexes traded higher in premarket action Thursday, as stocks looked to bounce back from Wednesday's sell-off. Markets also digested stronger-than-exp Key earnings movers include Micron, Darden Restaurants and Lennar.",2024-12-19,0.0
2024-12-19 13:32:17+00:00,"Nvidia stock rebounds after broad market rout as analysts stay bullish on outlook Nvidia (NVDA) stock jumped as much as 2.7% early Thursday, as Wall Street analysts reiterated their Buy ratings on the stock despite concerns about rising competition and the possibility that AI chip Nvidia stock rose as Wall Street analysts reiterated their Buy ratings despite concerns about rising competition and the possibility that AI chip demand...",2024-12-19,-0.128
2024-12-19 15:36:35+00:00,"Apple finally added ChatGPT to the iPhone. There's no guarantee it’ll boost sales. Apple (AAPL) has released its second set of Apple Intelligence AI features for the iPhone, iPad, and macOS. The latest updates include a raft of long-awaited capabilities, including ChatGPT integrati Apple's latest Apple Intelligence updates include ChatGPT integration and the company's visual intelligence. Here's what it's like to use them.",2024-12-19,0.9146
2024-12-19 17:01:37+00:00,Tencent Stock Gains After Report Of Early AI Talks With Apple. Baidu Stock Falls. Apple (AAPL) is reportedly in talks with Chinese technology firms Tencent (TCEHY) and the privately-held ByteDance about using the companies' AI models for iPhones in China. Tencent stock gained foll Apple is reportedly in talks with Chinese technology firms Tencent and ByteDance about using their AI models. Tencent stock gained.,2024-12-20,0.765
2024-12-19 19:37:00+00:00,"We asked 5 AI chatbots to pick stocks for 2025. Here's what they said 1. Apple Inc. (AAPL): Apple (AAPL) continues to be a leader in technology with strong growth in its services segment, including payment processing and streaming media.
2. Amazon.com Inc. (AMZN): Ama The year 2025 is virtually here, bringing with it a wave of curiosity from investors eager to see what the stock market holds.Read more...",2024-12-20,0.8126
2024-12-20 15:09:54+00:00,"10 Biggest Losers of Dow's 10-Day Losing Streak The Dow Jones Industrial Average tried to rebound on Thursday and Friday from its 10-day slide. That losing streak, capped by a Federal Reserve-spurred meltdown on Wednesday, was the 30-stock, blue-c Investors shrugged off the meltdown on Thursday. A few Dow laggards rebounded.",2024-12-20,-0.8225
2024-12-20 15:58:11+00:00,"Dow Jones Jumps Nearly 400 Points As Government Shutdown Looms; Nvidia Rises While Tesla, Trump Shares Drop (Live Coverage) Volume on the New York Stock Exchange and on the Nasdaq was higher compared with the same time on Thursday. Advancing stocks outnumbered decliners by 4-to-1 on the NYSE and nearly 5-to-2 on the Nasda The Dow Jones rose on the stock market today as a government shutdown looms. Nvidia rose while Tesla fell along with a Trump stock.",2024-12-20,-0.2732
2024-12-20 16:15:58+00:00,"Today in Apple history: NeXT buyout brings Steve Jobs back to Cupertino December 20, 1996: Apple Computer buys NeXT, the company Steve Jobs founded after leaving Cupertino a decade earlier.
The deal costs Apple $429 million. Its a massive price to pay for the failing Ne On December 20, 1996, Apple Computer officially bought NeXT, the computer company Steve Jobs founded after leaving Apple a decade earlier.
(via Cult of Mac - Apple news, rumors, reviews and how-tos)",2024-12-23,-0.5719
2024-12-21 10:31:17+00:00,Jim Cramer on Apple Inc. (AAPL): ‘I Say Own It Don’t Trade It. . . It’s So Far The Biggest Position In Our Trust’  ,2024-12-23,0.0
2024-12-22 10:00:00+00:00,"Christmas festivities and holiday deals, with no major earnings reports to watch this week In This Story
Its Christmas week a time for celebration, family reunions, and lots of delicious food. It also marks the end of a year dotted with developments that kept the stock market buzzing with It’s Christmas week — a time for celebration, family reunions, and lots of delicious food. It also marks the end of a year dotted with developments that kept the stock market buzzing with excitement.Read more...",2024-12-23,0.9001
2024-12-22 14:30:11+00:00,"Spotify stock is trading at all-time highs just 2 years after a record low. Here's how it got there. At the end of 2022, Spotify (SPOT) stock was trading below $80 a share after a disastrous year for investors that erased over $35 billion from the company's market cap.
Today, shares are trading at  Spotify has staged an epic comeback, with its stock price increasing sixfold over the past two years. But the journey to get here hasn't been easy.",2024-12-23,-0.6006
2024-12-23 13:00:17+00:00,"Dow Jones Futures Fall After Funding Bill Averts Shutdown; Nvidia, Tesla Rally The Dow Jones Industrial Average and other major indexes traded mixed Monday in the wake of a funding bill that averted a government shutdown. Nvidia (NVDA) and Tesla (TSLA) were early winners on the Nvidia and Tesla rallied sharply higher, while Apple is at new highs.",2024-12-23,0.34
2024-12-23 13:20:00+00:00,"Apple could hit a $4 trillion market cap by early 2025 In This Story
Apples (AAPL+1.56%
)artificial intelligence rollout could drive demand for the iPhone 16 this holiday season and send the tech giants market value to a new record high.
Analysts at W Apple’s (AAPL) artificial intelligence rollout could drive demand for the iPhone 16 this holiday season — and send the tech giant’s market value to a new record high.Read more...",2024-12-23,0.9354
2024-12-23 14:07:40+00:00,"Nvidia stock is in a 'soul-searching' moment Listen and subscribe to Opening Bid on Apple Podcasts, Spotify, YouTube or wherever you find your favorite podcasts.
Investors voracious appetite for all things Nvidia (NVDA) might have cooled sligh Nvidia's stock might be cooling, but is it something to worry about?",2024-12-23,-0.431
2024-12-23 15:39:42+00:00,"Stock Market Today: Dow Jones Sees Red; Palantir Fades As Tesla Tries To End Losing Streak (Live Coverage) The Dow Jones Industrial Average and other major indexes started the holiday-shortened week lower Monday, after a strong day of gains Friday. Palantir Technologies (PLTR) reached a new high on the st The Dow Jones fell while the S&P 500 struggled to climb on the stock market today. Palantir stock sank as Tesla and Nvidia rose higher.",2024-12-23,-0.0258
2024-12-23 17:14:29+00:00,"MicroStrategy's Additional $561M Bitcoin Bet: Bold Move or Bubble Waiting to Burst? MicroStrategy (NASDAQ:MSTR) just made wavesagain. The company dropped a cool $561 million to scoop up another 5,262 BTC, pushing its total Bitcoin (BTC-USD) stash to a jaw-dropping 444,262 coins. Thi Joining Nasdaq 100, MicroStrategy doubles down on Bitcoin with over 444,000 BTC in its arsenal.",2024-12-24,0.6705
2024-12-24 11:00:47+00:00,"Nvidia dominated 2024 big-time. Next year? Plenty of challenges. Nvidia (NVDA) has had the kind of year most companies can only dream of.
Its revenue and stock price soared thanks to prescient investments in artificial intelligence technologies that are paying of Nvidia dominated 2024, and 2025 is looking just as good. But there's turbulence on the horizon.",2024-12-24,0.6808
2024-12-24 13:07:15+00:00,"Dow Jones Futures Fall As Nvidia Hits Key Level; AI Chip Leader TSMC Breaks Out The Dow Jones Industrial Average and other major indexes were mixed Tuesday in a shortened Christmas Eve trading session. An early stock to watch is Nvidia (NVDA), which is hitting a key resistance l Nvidia hit a key resistance level Monday, AI chip stock TSMC broke out past a buy point.",2024-12-24,0.0516
2024-12-24 15:49:59+00:00,"Tesla Stock Leads Magnificent Seven Shares Higher Justin Sullivan / Getty Images
Tesla's (TSLA) shares were the S&amp;P 500's top gainers Tuesday as the Magnificent Seven big tech stocks rose on Christmas Eve.
Shares of the EV maker finished the d Tesla's shares were the S&P 500's top gainers Tuesday as the Magnificent Seven big tech stocks rose on Christmas Eve.",2024-12-24,0.9686
2024-12-24 20:23:03+00:00,"Nvidia Stock Is At Its 50-Day Line. This Trade Gets You Bullish Exposure With Limited Risk. Nvidia (NVDA) looks like it's back in rally mode as it attempts to retake its 50-day moving average. Nvidia stock trades at its 50-day line.
XNOW PLAYINGMarket Recovery Gives Investors An Early Chri With Nvidia on the cusp of retaking its 50-day line, is it time to get some bullish exposure?",2024-12-25,-0.128
2024-12-26 12:49:09+00:00,"Top analyst revisits Apple stock price target on march to $4 trillion Apple shares edged lower in early Thursday trading but a longtime bull on the stock suggests its march to a $4 trillion valuation ""is still being underestimated by"" Wall Street.Apple (AAPL) shares ha Apple shares edged lower in early Thursday trading but a longtime bull on the stock suggests its march to a $4 trillion valuation ""is still being underestimated by"" Wall Street.
Apple (AAPL) shares have risen nearly 10% over the past month, and have added mor…",2024-12-26,0.5859
2024-12-26 13:00:23+00:00,"Funds Want A Piece Of This Fashionable AI Stock — And Its Breakout When you think of artificial intelligence stocks, names like Nvidia (NVDA), Alphabet (GOOGL), Apple (AAPL) and Meta Platforms (META) come to mind. But as AI weaves its way across all industries, Ralp Ralph Lauren stock joins Meta among new buys by top funds as it eyes breakout.",2024-12-26,0.631
2024-12-26 13:05:05+00:00,"Dow Jones Futures Fall Ahead Of Jobless Claims; Nvidia Hits Buy Point The Dow Jones Industrial Average and other major indexes were lower Thursday, as Wall Street awaited weekly unemployment data. An early name to watch on the stock market today is Nvidia (NVDA), which Nvidia hit a buy point Tuesday, while Tesla continued to rebound.",2024-12-26,-0.6666
2024-12-26 14:13:14+00:00,"From Microsoft to Nvidia, the AI agents are coming in 2025 If 2024 was the year of artificial intelligence chatbots becoming more useful, 2025 will be the year AI agents begin to take over. You can think of agents as super-powered AI bots that can take actio Big Tech will lean heavily into AI agents in 2025. And if the technology works as promised, it could make som tedious tasks a lot easier.",2024-12-26,0.8908
2024-12-26 14:30:45+00:00,"Stock market today: Dow, S&P 500, Nasdaq inch higher, bitcoin slumps after Christmas break US stocks held steady Thursday as trading resumed after the Christmas holiday and Wall Street digested one of the only significant economic data points of the week.
The S&amp;P 500 (^GSPC) was littl US stocks were set to open post-Christmas trading with a bit of a hangover.",2024-12-26,0.5423
2024-12-26 16:40:31+00:00,"Apple On Cusp Of 'Golden Era Of Growth,' Analyst Says With Apple (AAPL) stock in record-high territory, a longtime Apple bull on Thursday raised his price target to the highest level on Wall Street.
Wedbush Securities analyst Daniel Ives maintained his With Apple stock in record-high territory, a longtime Apple bull on Thursday raised his price target to the highest level on Wall Street.",2024-12-27,0.5859
2024-12-26 17:52:35+00:00,"Stock market today: Dow ekes out gains, bitcoin slumps as 'Santa Claus' rally takes a pause US stocks struggled to meaningfully extend a ""Santa Claus"" rally the day after Christmas while Wall Street digested one of the only significant economic data points of the week.
The S&amp;P 500 (^GS US stocks were set to open post-Christmas trading with a bit of a hangover.",2024-12-27,0.3612
2024-12-26 18:26:15+00:00,"Nasdaq 100 Adjusts Weightings Amid Record Gains by Major Tech Firms Meta Platforms (META, Financials), Broadcom (AVGO, Financials), and Tesla (TSLA, Financials) all saw weightings within the Nasdaq 100 index shrink after notable stock price gains over the year. Bloom This marks the second adjustment to the Nasdaq 100 this year, aimed at limiting the dominance of the largest constituents.",2024-12-27,0.6808
2024-12-27 13:58:10+00:00,"Apple Set to Become First $4 Trillion Company Apple is on the brink of becoming the first company in history to surpass a $4 trillion market valuation, Fortune reports.
Apple's stock (AAPL) has nearly risen 40% in 2024. Before the markets opene Apple is on the brink of becoming the first company in history to surpass a $4 trillion market valuation, Fortune reports.





Apple's stock (AAPL) has nearly risen 40% in 2024. Before the markets opened on December 27, Apple's market capitalization stood at…",2024-12-27,0.0
2024-12-27 14:32:06+00:00,"Stock market today: Dow, S&P 500, Nasdaq sink as Nvidia, Tesla lead Big Tech slide US stocks opened on a downbeat note as Wall Street slogged to the finish of a largely triumphant year.
The S&amp;P 500 (^GSPC) lost 1.5%, while the tech-heavy Nasdaq Composite (^IXIC) shed 2.2% Frid Wall Street looked to be slogging to the finish of a largely triumphant year.",2024-12-27,0.6705
2024-12-27 15:11:33+00:00,"The AI stock trade is starting to shift beyond the 'Magnificent 7' Investor enthusiasm surrounding artificial intelligence has once again driven the ""Magnificent Seven"" tech stocks to another banner year, with Tesla (TSLA), Meta (META), Amazon (AMZN), Alphabet (GOOG Strategists expect the artificial intelligence trade will mature in 2025 to benefit companies beyond those buying and creating new AI chips.",2024-12-27,0.9766
2024-12-27 17:24:42+00:00,"Analyst on NVIDIA (NVDA): Investors Should Be ‘Very Vigilant’ Amid Rising Competition We recently published a list of Top 10 AI Stocks That Should Be On Your Watchlist for 2025. In this article, we are going to take a look at where NVIDIA Corporation (NASDAQ:NVDA) stands against other We recently published a list of Top 10 AI Stocks That Should Be On Your Watchlist for 2025. In this article, we are going to take a look at where NVIDIA...",2024-12-30,0.3818
2024-12-27 17:44:00+00:00,"The Dow sinks 500 points as Nvidia and Tesla lead tech decline In This Story
The Dow fell sharply on Friday, dropping more than 500 points as tech giants within the so-called Magnificent Seven saw significant declines.
The Dow Jones Industrial Average lost 542 The Dow fell sharply on Friday, dropping more than 500 points as tech giants within the so-called “Magnificent Seven” saw significant declines.Read more...",2024-12-30,0.6369
2024-12-27 17:44:00+00:00,"The Dow sinks 500 points as Nvidia and Tesla lead tech decline Photo: Michael M. Santiago (Getty Images)
The Dow fell sharply on Friday, dropping more than 500 points as tech giants within the so-called Magnificent Seven saw significant declines.
The Dow Jones The Dow fell sharply on Friday, dropping more than 500 points as tech giants within the so-called “Magnificent Seven” saw significant declines.",2024-12-30,0.7579
2024-12-27 22:55:43+00:00,"Investing Action Plan: The Stock Market Santa Rally, Pt. 2 (+Tesla Deliveries) With the Nasdaq bobbing above its 21-day moving average and just below the 20,000 level, and the S&amp;P 500 testing its 50-day line, the stock market is in good standing as it prepares for 2024's la The stock market heads into the second week of the Santa Claus rally period, including the 2025 New Year and Tesla deliveries.",2024-12-30,0.4404
2024-12-27 23:08:21+00:00,Analyst Says Apple (AAPL) Stock is Expensive Amid ‘Slow-Developing’ Upgrade Cycle  ,2024-12-30,0.0
2024-12-30 02:22:58+00:00,"How Networks Of Competence Achieve Superior Competitive Advantage The Winner Is... 
getty
In the summer of 2002, Amazon CEO Jeff Bezos went on vacation. His firm had survived the dot-com crash of 2000, with an obsessional focus on customer value. Amazon had grown How Networks Of Competence Beat Hierarchies Of Authority In Terms Of Cost, Customers, Network Effects, Differentiation, Focus, Speed, Innovation, Control, Fulfillment",2024-12-30,0.9413
2024-12-30 05:31:36+00:00,"Jim Cramer on Apple Inc. (AAPL): ‘It Was The Dumb Money That Was Getting Out, Because Warren Buffett Or One Of His Assistants Made Us Nervous’  ",2024-12-30,-0.5106
2024-12-30 12:43:36+00:00,"Stock market today: S&P 500, Nasdaq, Dow slide as strong year nears its close Stocks fell on Monday, with the woes of the three major indexes continuing in the final week of the year as an otherwise strong 2024 comes to a close.
The benchmark S&amp;P 500 (^GSPC) slipped more  Stocks moved lower on Monday morning as the market slumped to end 2024.",2024-12-30,0.3041
2024-12-30 12:43:36+00:00,"Stock market today: S&P 500, Nasdaq and Dow sink to start final trading week of 2024 Stocks fell on Monday, with the woes of the three major indexes continuing in the final week of the year as an otherwise strong 2024 comes to a close.
The benchmark S&amp;P 500 (^GSPC) dropped about Stocks moved lower on Monday morning as the market slumped to end 2024.",2024-12-30,-0.2023
2024-12-30 13:03:09+00:00,"Dow Jones Futures Fall 290 Points As Nvidia Offers New Buy Point; Tesla Extends Losses The Dow Jones Industrial Average and other major indexes traded lower Monday, threatening to extend Friday's stock market sell-off heading into the final two trading days of 2024. Two early losers on Nvidia offered a new buy point, while Tesla threatened to extend Friday's losses.",2024-12-30,-0.9295
2024-12-30 14:14:56+00:00,"Warren Buffett Puts Cash Reserves To Work Buying S&P 500 Underperformer Warren Buffett's cash reserves have been at all-time highs heading into 2025, but in the past few weeks he's been scooping up more shares of S&amp;P 500 component VeriSign (VRSN), upping his bet on t Warren Buffett went a buying spree in late December, purchasing VeriSign stock in multiple sessions through Dec. 24.",2024-12-30,0.5006
2024-12-30 14:30:00+00:00,"Rising Treasury yields are the biggest challenge to this bull market. Here are the ‘trigger levels’ to watch. Investors hoping for a Santa Rally have so far been disappointed. The opening bell on Monday shows Wall Street again struggling following a 1.1% dip for the S&amp;P 500 SPX at the end of last week.On Expect more equity and bond market volatility in early 2025, says Evercore ISI",2024-12-30,-0.3102
2024-12-30 14:35:46+00:00,Apple (AAPL) Must Rethink Software To Justify $4 Trillion Valuation  ,2024-12-30,0.0
2024-12-30 15:50:00+00:00,"The Dow sinks 650 points in the final days of 2024 In This Story
The Dow dropped 650 points on Monday morning as lighter trading volumes were anticipated in the final days of 2024. The market experienced a wave of profit-taking, especially in the te The Dow dropped 650 points on Monday morning as lighter trading volumes were anticipated in the final days of 2024. The market experienced a wave of profit-taking, especially in the technology sector.Read more...",2024-12-30,0.0
2024-12-30 20:05:00+00:00,"Apple TV+ will be free to stream this weekend In This Story
Apple (AAPL-0.93%
) announced Monday that its video streaming service, Apple TV+, will be free worldwide this upcoming weekend, allowing anyone with an Apple ID to access the platform Apple (AAPL) announced Monday that its video streaming service, Apple TV+, will be free worldwide this upcoming weekend, allowing anyone with an Apple ID to access the platform’s shows.Read more...",2024-12-31,0.872
2024-12-30 23:32:48+00:00,"Dow Jones Futures: Nvidia, S&P 500 Below Key Levels After Stock Market Sell-Off Dow Jones futures, along with S&amp;P 500 futures and Nasdaq 100 futures, were slightly lower ahead of Tuesday's open following Monday's stock market sell-off.
Nvidia stock reversed higher Monday, s The Magnificent Seven stocks, excluding Nvidia, logged sharp losses Monday.",2024-12-31,0.0754
2024-12-31 10:00:00+00:00,"The AI stocks that could boom in 2025 Big Tech stocks could have another big year in 2025.
Nvidia (NVDA), Amazon (AMZN), Alphabet (GOOGL), and Apple (AAPL) could continue to be some of the biggest winners of the artificial intelligence- Nvidia, Amazon, Google parent Alphabet, and Apple could continue to see their shares boosted by AI",2024-12-31,0.9062
2024-12-31 12:51:00+00:00,"Zuckerberg is cashing in on Meta’s record stock price with fresh share sales Facebook founder and CEO Mark Zuckerberg sold a fresh batch of Meta Platforms Inc.s stock last week, according to regulatory filings. - Agence France-Presse/Getty Image
Mark Zuckerberg, founder and  Facebook’s founder and CEO has sold a record of more than $2 billion of Meta’s stock this year.",2024-12-31,0.7003
2024-12-31 13:04:43+00:00,"Dow Jones Futures Rise Ahead Of Final Trading Day Of 2024; Nvidia, Tesla Climb The Dow Jones Industrial Average and other major indexes traded higher heading into the final trading day of 2024, looking to bounce back from Monday's stock market sell-off. Two early winners on the Nvidia is setting up to retake a key level, while Tesla looked to snap a three-day skid.",2024-12-31,0.4767
2024-12-31 14:30:39+00:00,"Stock market today: Stocks slide as Wall Street's year of 20% gains ends on a quiet note US stocks slipped Tuesday, closing 2024 with an uncharacteristic down note after a roaring year of trading.
The S&amp;P 500 (^GSPC) fell 0.4%. The Dow Jones Industrial Average (^DJI) dropped just be US stocks slipped Tuesday, continuing an uncharacteristic limp to the finish after a roaring year of trading.",2024-12-31,0.34
2024-12-31 15:43:47+00:00,"Stock Market Today: Dow Jones Bounces Modestly; Tesla Gains As Some Of Year's Top Winners Fall (Live Coverage) The Dow Jones Industrial Average rose 0.4% in early trades Tuesday, and other indexes also rose as investors sought to end the year on a high note.The S&amp;P 500 and the Nasdaq are trying to break a The Nasdaq is headed for a 30% gain for the year.",2024-12-31,0.8658
2024-12-31 22:00:53+00:00,"Stock Market Caps Best Two-Year Gain Of 21st Century The stock market had a weak finish, but 2024 was another strong year, with the S&amp;P 500 index boasting its best two-year performance of the 21st century. A lot of the credit goes to Nvidia (NVDA)  The S&P 500 had its second straight annual gain of more than 20%.",2025-01-01,0.9714
2025-01-01 13:45:00+00:00,"This 14.4% Dividend Is A Smart Contrarian Pick For 2025 A businesswoman analyzes the profitability of operating companies using digital graphs, positive ... [+] trends for 2025.
getty
2024 is hours from heading out the door, and heres the state of play: The bond market has been screaming at the Fed that the inflation is not done. The economy is fine. There are plenty of jobs. The market is not hurting for liquidity.",2025-01-01,0.8822
2025-01-02 12:14:52+00:00,"Stock market today: Nasdaq, S&P 500, Dow rise as Wall Street eyes a new year comeback Stocks edged higher on Thursday to kick off the first day of trading of the new year as Wall Street returned from holiday.
The S&amp;P 500 (^GSPC) popped 0.2%, while the Dow Jones Industrial Average Markets are set to kick off the new year on the front foot as faith in techs re-emerges.",2025-01-02,0.6705
2025-01-02 13:00:57+00:00,"S&P 500 Takes Tech Stocks Down A Notch Big changes to the S&amp;P 500 are taking giant tech stocks down a notch. And that means big changes for ETF investors.
XNOW PLAYINGBeating The Market: How To Find Outperforming StocksStarting Dec.  Big changes to the S&P 500 are taking giant tech stocks down a notch. And that means big changes for ETF investors.",2025-01-02,0.0
